20251211 084400;6889.75;6890;6889.5;6890;8
20251211 084500;6889.75;6889.75;6889;6889.75;7
20251211 084600;6888.5;6888.5;6888;6888.5;8
20251211 084700;6889.25;6890.75;6889;6890.75;13
20251211 084800;6890.5;6891;6890.5;6890.5;4
20251211 084900;6891.5;6891.75;6891;6891;8
20251211 085000;6890.5;6891;6889.75;6891;8
20251211 085100;6891;6896.25;6891;6895.5;51
20251211 085200;6895.25;6896.75;6895.25;6896.5;29
20251211 085300;6896.25;6898.5;6896.25;6898.5;27
20251211 085400;6899;6899.25;6898.25;6898.5;19
20251211 085500;6897.75;6897.75;6896.5;6897;19
20251211 085600;6897.25;6897.25;6896.75;6896.75;5
20251211 085700;6895.25;6895.25;6895.25;6895.25;2
20251211 085800;6896;6897.5;6896;6897;18
20251211 085900;6896.75;6898.5;6896.75;6898.5;14
20251211 090000;6899;6900.75;6899;6900.75;11
20251211 090100;6899.5;6899.5;6898.25;6899;9
20251211 090200;6898.75;6900.25;6898.75;6900.25;15
20251211 090300;6899.75;6900;6898;6898.75;14
20251211 090400;6899.75;6900;6899.25;6899.25;8
20251211 090500;6899.5;6899.75;6899.25;6899.5;6
20251211 090600;6899;6902;6898.5;6901.5;36
20251211 090700;6902;6902.25;6901.25;6901.75;27
20251211 090800;6901.5;6903;6901.5;6902.25;24
20251211 090900;6903.25;6903.25;6902.25;6902.25;14
20251211 091000;6901.75;6901.75;6901.25;6901.75;13
20251211 091100;6901.25;6902.5;6900.75;6902.5;18
20251211 091200;6903;6903;6902.75;6902.75;3
20251211 091300;6902.75;6903;6902.25;6902.25;6
20251211 091400;6902;6902;6902;6902;2
20251211 091500;6901.25;6903.75;6901;6903.25;24
20251211 091600;6903.5;6904;6903.5;6903.5;10
20251211 091700;6903;6903.5;6903;6903.5;8
20251211 091800;6903.5;6904.75;6903.5;6904.75;6
20251211 091900;6905;6905.5;6904.5;6904.5;17
20251211 092000;6905.5;6905.5;6905.5;6905.5;4
20251211 092100;6905.25;6906;6905;6906;30
20251211 092200;6906.75;6908.25;6906.75;6908;21
20251211 092300;6908.5;6909.25;6908.25;6909.25;33
20251211 092400;6909.25;6909.5;6908.75;6908.75;12
20251211 092500;6908.75;6909;6908.75;6909;12
20251211 092600;6908.5;6908.5;6908;6908;3
