1782144012.4935,MES,SELL_SIGNAL,7542,1.0,,BEARISH,0.8136698444819059,,0.011086474501108647,86.46%,,PENDING,,,,0a72bfd2-ef02-498e-ae76-090f7ce5ef44
1782144014.538,MES,SELL_SIGNAL,7541.25,1.0,,BEARISH,0.8413211798615412,,0.010101010101010102,87.21%,,PENDING,,,,99959bcc-544a-4370-bc04-49709f174de6
1782144016.588,MES,SELL_SIGNAL,7540.5,1.0,,BEARISH,0.9237910101903323,,0.008210180623973728,86.73%,,PENDING,,,,03399950-f3fb-4e6b-b184-0512f8465bdd
1782144063.9831,MES,SELL_SIGNAL,7540.75,1.0,,BEARISH,0.7839649154780876,,0.009025270758122744,87.69%,,PENDING,,,,deb47ff9-4ef4-49f2-a050-e7811f37e411
1782144086.9242,MES,SELL_SIGNAL,7538.5,1.0,,BEARISH,1.0636521669245966,,0.011627906976744186,81.50%,,PENDING,,,,0045e0de-01a1-4aa6-aae9-ea3625e49275
1782144093.9478,MES,SELL_SIGNAL,7537.5,1.0,,BEARISH,1.5555339065617557,,0.012019230769230768,87.00%,,PENDING,,,,ed4d89cf-4859-483b-a54b-ef899f73dd12
1782144094.9547,MES,SELL_SIGNAL,7536.5,1.0,,BEARISH,1.6337714159416619,,0.011185682326621923,86.27%,,PENDING,,,,ba23f15b-9b28-4ea2-adbb-caafaa463675
1782144096.0105,MES,SELL_SIGNAL,7536.25,1.0,,BEARISH,1.7192824675979892,,0.011933174224343675,85.05%,,PENDING,,,,3db26154-e851-4e76-90c0-e19210268674
1782144129.0093,MES,SELL_SIGNAL,7538,1.0,,BEARISH,1.5849308028168025,,0.015243902439024392,82.51%,,PENDING,,,,42f27b22-7200-4983-9fb5-ee8bf474c434
1782144130.2484,MES,SELL_SIGNAL,7538.25,1.0,,BEARISH,1.5324353333330114,,0.015197568389057751,93.94%,,PENDING,,,,6127cd5f-6552-44f2-bb33-f0c06b22903b
1782144165.1205,MES,SELL_SIGNAL,7535.5,1.0,,BEARISH,1.094380871326534,,0.009596928982725527,91.04%,,PENDING,,,,2349b93c-b514-4c27-88d4-9cc3c7c2bab8
1782144175.4796,MES,SELL_SIGNAL,7536,1.0,,BEARISH,1.1692490588330275,,0.011013215859030838,83.22%,,PENDING,,,,3c4b1b80-847c-4c10-bf1c-b91dfc032f4f
1782144183.6839,MES,SELL_SIGNAL,7535,1.0,,BEARISH,1.2763051368148164,,0.010638297872340425,97.71%,,PENDING,,,,70b57f41-9f96-4b78-88f2-c8bc1a024895
1782144198.3758,MES,SELL_SIGNAL,7532.25,1.0,,BEARISH,1.5050761566406317,,0.011655011655011656,82.68%,,PENDING,,,,7cf53830-37d3-445d-878f-f5489beeeea7
1782144204.4794,MES,SELL_SIGNAL,7532.5,1.0,,BEARISH,1.5662116931617547,,0.01278772378516624,88.17%,,PENDING,,,,1be16e1f-0919-4067-9dbf-b0fcbb867fac
1782144214.7948,MES,SELL_SIGNAL,7533,1.0,,BEARISH,1.4196711244844402,,0.012953367875647668,80.23%,,PENDING,,,,d5c22e38-f199-4439-9650-6205e31a1a39
1782144238.4559,MES,SELL_SIGNAL,7533.25,1.0,,BEARISH,1.021822275501892,,0.013812154696132596,92.08%,,PENDING,,,,5cc382c7-93d3-4e53-8777-dcdfb4ee388a
